1	1	1.33E-06
1	20001	1.33E-06
1	40001	1.33E-06
1	60001	1.33E-06
1	80001	1.33E-06
1	120001	2.42E-06
1	140001	2.42E-06
1	160001	2.73E-06
1	180001	2.73E-06
1	200001	2.73E-06
1	220001	4.45E-06
1	240001	4.45E-06
1	260001	4.45E-06
1	280001	4.45E-06
1	300001	4.45E-06
1	320001	2.03E-06
1	340001	2.03E-06
1	360001	1.72E-06
1	380001	1.72E-06
1	400001	3.94E-06
1	420001	2.22E-06
1	440001	2.22E-06
1	460001	2.22E-06
1	480001	2.22E-06
1	500001	2.22E-06
1	520001	2.22E-06
1	540001	2.22E-06
1	560001	2.22E-06
1	580001	2.22E-06
1	600001	1.83E-06
1	620001	1.83E-06
1	640001	1.83E-06
1	660001	1.83E-06
1	680001	1.83E-06
1	700001	1.83E-06
1	720001	1.83E-06
1	740001	1.83E-06
1	760001	1.83E-06
1	780001	1.83E-06
1	1000001	6.16E-07
1	1020001	6.16E-07
1	1040001	6.16E-07
1	1060001	2.32E-06
1	1080001	2.32E-06
1	1100001	2.32E-06
1	1120001	2.32E-06
1	1140001	2.32E-06
1	1160001	2.32E-06
1	1180001	2.32E-06
1	1200001	3.32E-06
1	1220001	5.78E-06
1	1240001	5.78E-06
1	1260001	4.08E-06
1	1280001	4.08E-06
1	1300001	4.08E-06
1	1320001	4.08E-06
1	1340001	4.08E-06
1	1360001	4.08E-06
1	1380001	4.08E-06
1	1400001	2.47E-06
1	1480001	1.14E-06
1	1500001	1.14E-06
1	1520001	1.14E-06
1	1540001	3.40E-06
1	1560001	3.40E-06
1	1580001	3.40E-06
1	1600001	3.40E-06
1	1620001	3.40E-06
1	1640001	3.40E-06
1	1660001	3.40E-06
1	1680001	2.25E-06
1	1700001	4.68E-06
1	1720001	7.06E-06
1	1740001	4.80E-06
1	1760001	6.38E-06
1	1780001	6.38E-06
1	1800001	6.38E-06
1	1820001	6.38E-06
1	1840001	6.38E-06
1	1860001	6.38E-06
1	1880001	6.38E-06
1	1900001	3.95E-06
1	1920001	1.57E-06
1	1940001	1.57E-06
1	2000001	2.22E-06
1	2020001	2.22E-06
1	2040001	4.38E-06
1	2060001	4.38E-06
1	2080001	6.43E-06
1	2100001	6.43E-06
1	2120001	8.55E-06
1	2140001	8.55E-06
1	2160001	1.07E-05
1	2180001	1.07E-05
1	2200001	8.51E-06
1	2220001	1.03E-05
1	2240001	8.10E-06
1	2260001	8.10E-06
1	2280001	6.04E-06
1	2300001	8.26E-06
1	2320001	6.15E-06
1	2340001	6.15E-06
1	2360001	3.97E-06
1	2380001	3.97E-06
1	2400001	3.97E-06
1	2420001	2.22E-06
1	2440001	2.22E-06
1	2460001	4.56E-06
1	2480001	4.56E-06
1	2500001	3.10E-06
1	2520001	3.10E-06
1	2540001	4.37E-06
1	2560001	4.37E-06
1	2580001	4.37E-06
1	2600001	4.37E-06
1	2620001	6.78E-06
1	2640001	9.04E-06
1	2660001	6.70E-06
1	2680001	8.66E-06
1	2700001	7.90E-06
1	2720001	7.90E-06
1	2740001	6.63E-06
1	2760001	6.63E-06
1	2780001	6.63E-06
1	2800001	6.63E-06
1	2820001	4.23E-06
1	2840001	1.97E-06
1	2860001	4.26E-06
1	2880001	2.29E-06
1	2900001	2.29E-06
1	2920001	2.29E-06
1	2940001	5.85E-06
1	2960001	5.85E-06
1	2980001	5.85E-06
1	3000001	5.85E-06
1	3020001	5.85E-06
1	3040001	5.85E-06
1	3060001	4.77E-06
1	3080001	4.77E-06
1	3100001	4.77E-06
1	3120001	6.81E-06
1	3140001	3.25E-06
1	3160001	3.25E-06
1	3180001	3.25E-06
1	3200001	5.19E-06
1	3220001	5.19E-06
1	3240001	6.00E-06
1	3260001	4.79E-06
1	3280001	6.14E-06
1	3300001	6.14E-06
1	3320001	4.10E-06
1	3340001	6.38E-06
1	3360001	6.38E-06
1	3380001	6.38E-06
1	3400001	8.64E-06
1	3420001	8.64E-06
1	3440001	7.82E-06
1	3460001	1.03E-05
1	3480001	1.12E-05
1	3500001	1.12E-05
1	3520001	1.12E-05
1	3540001	1.07E-05
1	3560001	1.07E-05
1	3580001	1.07E-05
1	3600001	6.54E-06
1	3620001	8.14E-06
1	3640001	1.06E-05
1	3660001	8.11E-06
1	3680001	7.22E-06
1	3700001	7.22E-06
1	3720001	7.22E-06
1	3740001	5.42E-06
1	3760001	5.42E-06
1	3780001	7.73E-06
1	3800001	7.73E-06
1	3820001	7.88E-06
1	3840001	5.43E-06
1	3860001	5.43E-06
1	3880001	6.52E-06
1	3900001	8.85E-06
1	3920001	8.85E-06
1	3940001	8.85E-06
1	3960001	1.12E-05
1	3980001	1.14E-05
1	4000001	1.14E-05
1	4020001	9.62E-06
1	4040001	9.62E-06
1	4060001	1.17E-05
1	4080001	1.15E-05
1	4100001	1.05E-05
1	4120001	1.05E-05
1	4140001	1.05E-05
1	4160001	8.06E-06
1	4180001	7.58E-06
1	4200001	9.50E-06
1	4220001	9.50E-06
1	4240001	1.12E-05
1	4260001	9.08E-06
1	4280001	6.88E-06
1	4300001	5.57E-06
1	4320001	5.57E-06
1	4340001	5.57E-06
1	4360001	5.57E-06
1	4380001	5.97E-06
1	4400001	4.05E-06
1	4420001	6.07E-06
1	4440001	6.51E-06
1	4460001	6.51E-06
1	4480001	6.51E-06
1	4500001	6.51E-06
1	4520001	6.51E-06
1	4540001	6.51E-06
1	4560001	6.51E-06
1	4580001	6.43E-06
1	4600001	6.43E-06
1	4620001	5.93E-06
1	4640001	3.80E-06
1	4660001	3.80E-06
1	4680001	3.80E-06
1	4700001	6.24E-06
1	4720001	6.24E-06
1	4740001	6.24E-06
1	4760001	8.46E-06
1	4780001	6.19E-06
1	4800001	7.36E-06
1	4820001	8.10E-06
1	4840001	8.10E-06
1	4860001	8.10E-06
1	4880001	1.05E-05
1	4900001	8.09E-06
1	4920001	8.09E-06
1	4940001	8.09E-06
1	4960001	7.72E-06
1	4980001	7.72E-06
1	5000001	6.55E-06
1	5020001	4.29E-06
1	5040001	9.24E-06
1	5060001	1.17E-05
1	5080001	1.01E-05
1	5100001	1.01E-05
1	5120001	1.01E-05
1	5140001	1.23E-05
1	5160001	1.04E-05
1	5180001	1.04E-05
1	5200001	1.04E-05
1	5220001	1.49E-05
1	5240001	9.93E-06
1	5260001	7.43E-06
1	5280001	9.12E-06
1	5300001	9.12E-06
1	5320001	9.12E-06
1	5340001	9.41E-06
1	5360001	9.41E-06
1	5380001	1.13E-05
1	5400001	1.13E-05
1	5420001	9.26E-06
1	5440001	9.26E-06
1	5460001	9.26E-06
1	5480001	6.80E-06
1	5500001	8.91E-06
1	5520001	8.91E-06
1	5540001	8.89E-06
1	5560001	1.03E-05
1	5580001	8.38E-06
1	5600001	9.99E-06
1	5620001	7.57E-06
1	5640001	7.57E-06
1	5660001	9.30E-06
1	5680001	9.30E-06
1	5700001	7.19E-06
1	5720001	7.83E-06
1	5740001	7.61E-06
1	5760001	6.25E-06
1	5780001	6.25E-06
1	5800001	4.63E-06
1	5820001	4.63E-06
1	5840001	6.40E-06
1	5860001	4.67E-06
1	5880001	4.67E-06
1	5900001	4.67E-06
1	5920001	4.03E-06
1	5940001	1.77E-06
1	5960001	1.77E-06
1	5980001	1.77E-06
1	6000001	1.77E-06
1	6020001	1.77E-06
1	6040001	2.49E-06
1	6060001	2.49E-06
1	6080001	2.49E-06
1	6100001	4.84E-06
1	6120001	4.84E-06
1	6140001	4.84E-06
